"Superkingdom","Kingdom","Phylum","Class","Order","Family","Genus","Species","COG_Name","COG_Category"
"Eukaryota","Fungi","Ascomycota","Unknown","Unknown","Unknown","Unknown","Unknown","Translation elongation factor EF-Tu, a GTPase","Translation, ribosomal structure and biogenesis"
"Eukaryota","Fungi","Ascomycota","Unknown","Unknown","Unknown","Unknown","Unknown","Chaperonin GroEL (HSP60 family)","Posttranslational modification, protein turnover, chaperones"
"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","",""
"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Peptide methionine sulfoxide reductase MsrB","Posttranslational modification, protein turnover, chaperones"
"Eukaryota","Fungi","Ascomycota","Unknown","Unknown","Unknown","Unknown","Unknown","",""
"Bacteria","Unknown","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Yersinia","Yersinia pseudotuberculosis","tRNA U55 pseudouridine synthase TruB, may also work on U342 of tmRNA","Translation, ribosomal structure and biogenesis"
"Eukaryota","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces","Saccharomyces cerevisiae","",""
"Eukaryota","Fungi","Ascomycota","Schizosaccharomycetes","Schizosaccharomycetales","Schizosaccharomycetaceae","Schizosaccharomyces","Schizosaccharomyces pombe","Predicted Zn-dependent peptidase","General function prediction only"
"Eukaryota","Fungi","Ascomycota","Schizosaccharomycetes","Schizosaccharomycetales","Schizosaccharomycetaceae","Schizosaccharomyces","Schizosaccharomyces pombe","",""
"Bacteria","Unknown","Proteobacteria","Gammaproteobacteria","Chromatiales","Ectothiorhodospiraceae","Halorhodospira","Halorhodospira halophila","Ribosomal protein S4 or related protein","Translation, ribosomal structure and biogenesis"
"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","",""
"Bacteria","Unknown","Proteobacteria","Alphaproteobacteria","Rhizobiales","Unknown","Unknown","Unknown","",""
"Eukaryota","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Emericella","Emericella nidulans","Enoyl-CoA hydratase/carnithine racemase","Lipid transport and metabolism"
"Eukaryota","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Penicillium","Penicillium chrysogenum","Translation elongation factor EF-Tu, a GTPase","Translation, ribosomal structure and biogenesis"
"Eukaryota","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Eremothecium","Eremothecium gossypii","S-adenosylhomocysteine hydrolase","Coenzyme transport and metabolism"
"Eukaryota","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Unknown","Candida","Candida albicans","NADH:ubiquinone oxidoreductase subunit 2 (chain N)","Energy production and conversion"
"Eukaryota","Fungi","Ascomycota","Sordariomycetes","Magnaporthales","Magnaporthaceae","Magnaporthe","Magnaporthe oryzae","",""
"Eukaryota","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Chaetomium","Chaetomium globosum","Ribosomal protein L15","Translation, ribosomal structure and biogenesis"
"Eukaryota","Unknown","Unknown","Unknown","Dictyosteliida","Unknown","Dictyostelium","Dictyostelium discoideum","Translation initiation factor IF-1","Translation, ribosomal structure and biogenesis"
"Eukaryota","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces","Saccharomyces cerevisiae","",""
"Eukaryota","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Ajellomycetaceae","Ajellomyces","Ajellomyces capsulatus","Outer membrane protein (porin)","Cell wall/membrane/envelope biogenesis"
"Eukaryota","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium graminearum","3-phosphoglycerate kinase","Carbohydrate transport and metabolism"
"Bacteria","Unknown","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Acidiphilium","Acidiphilium cryptum","Phosphoketolase","Carbohydrate transport and metabolism"
"Bacteria","Unknown","Firmicutes","Unknown","Unknown","Unknown","Unknown","Unknown","Ribosomal protein S13","Translation, ribosomal structure and biogenesis"
"Eukaryota","Fungi","Ascomycota","Schizosaccharomycetes","Schizosaccharomycetales","Schizosaccharomycetaceae","Schizosaccharomyces","Schizosaccharomyces pombe","Translation elongation factor EF-G, a GTPase","Translation, ribosomal structure and biogenesis"
"Eukaryota","Fungi","Ascomycota","Unknown","Unknown","Unknown","Humicola","Humicola insolens","",""
"Eukaryota","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Chaetomium","Chaetomium globosum","Soluble lytic murein transglycosylase and related regulatory proteins (some contain LysM/invasin domains)","Cell wall/membrane/envelope biogenesis"
"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","FoF1-type ATP synthase, alpha subunit","Energy production and conversion"
"Bacteria","Unknown","Proteobacteria","Gammaproteobacteria","Alteromonadales","Unknown","Unknown","Unknown","",""
"Bacteria","Unknown","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus plantarum","",""
"Bacteria","Unknown","Actinobacteria","Actinobacteria","Actinomycetales","Mycobacteriaceae","Mycobacterium","Mycobacterium tuberculosis","Nucleotide-binding universal stress protein,  UspA family","Signal transduction mechanisms"
"Bacteria","Unknown","Cyanobacteria","Gloeobacteria","Gloeobacterales","Unknown","Gloeobacter","Gloeobacter violaceus","",""
"Bacteria","Unknown","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Pediococcus","Pediococcus pentosaceus","Chaperonin GroEL (HSP60 family)","Posttranslational modification, protein turnover, chaperones"
"Eukaryota","Fungi","Ascomycota","Schizosaccharomycetes","Schizosaccharomycetales","Schizosaccharomycetaceae","Schizosaccharomyces","Schizosaccharomyces pombe","",""
"Eukaryota","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariaceae","Neurospora","Neurospora crassa","Ribosomal protein L27","Translation, ribosomal structure and biogenesis"
"Eukaryota","Fungi","Ascomycota","Schizosaccharomycetes","Schizosaccharomycetales","Schizosaccharomycetaceae","Schizosaccharomyces","Schizosaccharomyces pombe","Co-chaperonin GroES (HSP10)","Posttranslational modification, protein turnover, chaperones"
"Eukaryota","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariaceae","Neurospora","Neurospora crassa","",""
"Eukaryota","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariaceae","Neurospora","Neurospora crassa","Glycerol-3-phosphate dehydrogenase","Energy production and conversion"
"Eukaryota","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Ajellomycetaceae","Ajellomyces","Ajellomyces capsulatus","Molecular chaperone DnaK (HSP70)","Posttranslational modification, protein turnover, chaperones"
"Eukaryota","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariaceae","Neurospora","Neurospora crassa","",""
"Eukaryota","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces","Saccharomyces cerevisiae","GTPase SAR1 family domain","General function prediction only"
"Eukaryota","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariaceae","Neurospora","Neurospora crassa","",""
"Eukaryota","Fungi","Ascomycota","Schizosaccharomycetes","Schizosaccharomycetales","Schizosaccharomycetaceae","Schizosaccharomyces","Schizosaccharomyces pombe","Pyruvate kinase","Carbohydrate transport and metabolism"
"Eukaryota","Fungi","Ascomycota","Unknown","Unknown","Unknown","Unknown","Unknown","",""
"Eukaryota","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","",""
"Eukaryota","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariaceae","Neurospora","Neurospora crassa","Ribosomal protein S2","Translation, ribosomal structure and biogenesis"
"Eukaryota","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Nectria","Nectria haematococca","Molecular chaperone, HSP90 family","Posttranslational modification, protein turnover, chaperones"
"Bacteria","Unknown","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus clausii","Glucose-6-phosphate isomerase","Carbohydrate transport and metabolism"
"Bacteria","Unknown","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus cereus","",""
"Bacteria","Unknown","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus reuteri","Actin-related protein","Cytoskeleton"
"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Ribosomal protein L2","Translation, ribosomal structure and biogenesis"
"Eukaryota","Fungi","Ascomycota","Unknown","Unknown","Unknown","Unknown","Unknown","",""
"Bacteria","Unknown","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Actinobacillus","Actinobacillus pleuropneumoniae","Superfamily II DNA and RNA helicase","Replication, recombination and repair"
"Eukaryota","Unknown","Unknown","Unknown","Dictyosteliida","Unknown","Dictyostelium","Dictyostelium discoideum","",""
"Viruses","Unknown","Unknown","Unknown","Unknown","Iridoviridae","Ranavirus","Frog virus 3","",""
"Eukaryota","Fungi","Ascomycota","Schizosaccharomycetes","Schizosaccharomycetales","Schizosaccharomycetaceae","Schizosaccharomyces","Schizosaccharomyces pombe","",""
"Eukaryota","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces","Saccharomyces cerevisiae","Precorrin-6x reductase","Coenzyme transport and metabolism"
"Bacteria","Unknown","Actinobacteria","Actinobacteria","Actinomycetales","Mycobacteriaceae","Mycobacterium","Mycobacterium bovis","Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase or related deacylase","Amino acid transport and metabolism"
"Eukaryota","Fungi","Ascomycota","Unknown","Unknown","Unknown","Unknown","Unknown","Enolase","Carbohydrate transport and metabolism"
"Bacteria","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","",""
"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Exonuclease VII, large subunit","Replication, recombination and repair"
"Bacteria","Unknown","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus brevis","",""
"Eukaryota","Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae","Botryotinia","Botryotinia fuckeliana","Enolase","Carbohydrate transport and metabolism"
"Eukaryota","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariaceae","Neurospora","Neurospora crassa","Ribosomal protein S11","Translation, ribosomal structure and biogenesis"
"Bacteria","Unknown","Tenericutes","Mollicutes","Acholeplasmatales","Acholeplasmataceae","Acholeplasma","Acholeplasma laidlawii","Ribosomal protein L9","Translation, ribosomal structure and biogenesis"
"Bacteria","Unknown","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Laribacter","Laribacter hongkongensis","Ribosomal protein L13","Translation, ribosomal structure and biogenesis"
"Eukaryota","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","",""
"Eukaryota","Fungi","Basidiomycota","Unknown","Unknown","Unknown","Unknown","Unknown","",""
"Eukaryota","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","",""
"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","",""
"Archaea","Unknown","Crenarchaeota","Thermoprotei","Desulfurococcales","Desulfurococcaceae","Staphylothermus","Staphylothermus marinus","",""
"Bacteria","Unknown","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Rhodopseudomonas","Rhodopseudomonas palustris","",""
"Eukaryota","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariaceae","Neurospora","Neurospora crassa","Ribosomal protein S8","Translation, ribosomal structure and biogenesis"
"Eukaryota","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium graminearum","Glycerol kinase","Energy production and conversion"
"Bacteria","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","",""
"Eukaryota","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces","Saccharomyces cerevisiae","",""
"Eukaryota","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariaceae","Neurospora","Neurospora crassa","",""
"Eukaryota","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariaceae","Neurospora","Neurospora crassa","",""
"Eukaryota","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Aspergillus","Aspergillus oryzae","",""
"Eukaryota","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Hypocrea","Hypocrea rufa","Phosphoenolpyruvate carboxykinase, ATP-dependent","Energy production and conversion"
"Bacteria","Unknown","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus pyogenes","",""
"Bacteria","Unknown","Proteobacteria","Alphaproteobacteria","Unknown","Unknown","Candidatus Pelagibacter","Candidatus Pelagibacter ubique","",""
"Eukaryota","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Chaetomium","Chaetomium globosum","Intein/homing endonuclease","Replication, recombination and repair;Mobilome: prophages, transposons"
"Eukaryota","Unknown","Unknown","Unknown","Dictyosteliida","Unknown","Dictyostelium","Dictyostelium discoideum","",""
"Bacteria","Unknown","Deinococcus-Thermus","Deinococci","Thermales","Thermaceae","Thermus","Thermus thermophilus","",""
"Eukaryota","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","Trichoderma reesei","Co-chaperonin GroES (HSP10)","Posttranslational modification, protein turnover, chaperones"
"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Ribosomal protein S13","Translation, ribosomal structure and biogenesis"
"Eukaryota","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariaceae","Neurospora","Neurospora crassa","Orotidine-5'-phosphate decarboxylase","Nucleotide transport and metabolism"
"Eukaryota","Fungi","Ascomycota","Unknown","Unknown","Unknown","Unknown","Unknown","Molecular chaperone DnaK (HSP70)","Posttranslational modification, protein turnover, chaperones"
"Bacteria","Unknown","Actinobacteria","Actinobacteria","Actinomycetales","Mycobacteriaceae","Mycobacterium","Mycobacterium ulcerans","",""
"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","",""
"Eukaryota","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Aspergillus","Aspergillus niger","Ornithine carbamoyltransferase","Amino acid transport and metabolism"
"Bacteria","Unknown","Tenericutes","Mollicutes","Mycoplasmatales","Mycoplasmataceae","Mycoplasma","Mycoplasma genitalium","",""
"Eukaryota","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces","Saccharomyces cerevisiae","Aspartyl/asparaginyl-tRNA synthetase","Translation, ribosomal structure and biogenesis"
"Bacteria","Unknown","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842","Hydroxylamine reductase (hybrid-cluster protein)","Inorganic ion transport and metabolism;Energy production and conversion"
"Bacteria","Unknown","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus gordonii","",""
"Eukaryota","Fungi","Ascomycota","Schizosaccharomycetes","Schizosaccharomycetales","Schizosaccharomycetaceae","Schizosaccharomyces","Schizosaccharomyces pombe","Alanine racemase","Cell wall/membrane/envelope biogenesis"
"Eukaryota","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Unknown","Candida","Candida albicans","Ribosomal protein S3","Translation, ribosomal structure and biogenesis"
"Bacteria","Unknown","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus acidophilus","",""
"Eukaryota","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariaceae","Neurospora","Neurospora crassa","Periplasmic serine protease, S1-C subfamily, contain C-terminal PDZ domain","Posttranslational modification, protein turnover, chaperones"
"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","FoF1-type ATP synthase, beta subunit","Energy production and conversion"
"Eukaryota","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium fujikuroi","Ribosomal protein L30/L7E","Translation, ribosomal structure and biogenesis"
"Eukaryota","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces","Saccharomyces cerevisiae","Translation elongation factor EF-Tu, a GTPase","Translation, ribosomal structure and biogenesis"
"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Acetylglutamate kinase","Amino acid transport and metabolism"
"Bacteria","Unknown","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Unknown","Unknown","",""
"Viruses","Unknown","Unknown","Unknown","Unknown","Baculoviridae","Alphabaculovirus","Autographa californica multiple nucleopolyhedrovirus","S-adenosylhomocysteine hydrolase","Coenzyme transport and metabolism"
"Eukaryota","Fungi","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Outer membrane murein-binding lipoprotein Lpp","Cell wall/membrane/envelope biogenesis"
"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Ribosomal protein L21","Translation, ribosomal structure and biogenesis"
"Archaea","Unknown","Euryarchaeota","Methanomicrobia","Methanocellales","Methanocellaceae","Methanocella","Methanocella arvoryzae","Molecular chaperone DnaK (HSP70)","Posttranslational modification, protein turnover, chaperones"
"Bacteria","Unknown","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Unknown","Ribosomal protein S18","Translation, ribosomal structure and biogenesis"
"Bacteria","Unknown","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus acidophilus","",""
"Eukaryota","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces","Saccharomyces cerevisiae","Phosphoenolpyruvate carboxykinase, ATP-dependent","Energy production and conversion"
"Eukaryota","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Chaetomium","Chaetomium globosum","",""
"Archaea","Unknown","Euryarchaeota","Methanococci","Methanococcales","Methanocaldococcaceae","Methanocaldococcus","Methanocaldococcus jannaschii","FoF1-type ATP synthase, membrane subunit b or b'","Energy production and conversion"
"Eukaryota","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Unknown","Candida","Candida albicans","",""
"Eukaryota","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces","Saccharomyces bayanus","Translation elongation factor EF-Tu, a GTPase","Translation, ribosomal structure and biogenesis"
"Eukaryota","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Nakaseomyces","Candida glabrata","Ribosomal protein S3AE","Translation, ribosomal structure and biogenesis"
"Eukaryota","Fungi","Unknown","Unknown","Mucorales","Mucoraceae","Mucor","Mucor circinelloides","",""
"Bacteria","Unknown","Cyanobacteria","Unknown","Chroococcales","Unknown","Synechococcus","Synechococcus sp. CC9902","",""
"Bacteria","Unknown","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Rhodopseudomonas","Rhodopseudomonas palustris","FKBP-type peptidyl-prolyl cis-trans isomerase (trigger factor)","Posttranslational modification, protein turnover, chaperones"
"Eukaryota","Fungi","Ascomycota","Schizosaccharomycetes","Schizosaccharomycetales","Schizosaccharomycetaceae","Schizosaccharomyces","Schizosaccharomyces pombe","Ornithine carbamoyltransferase","Amino acid transport and metabolism"
"Eukaryota","Fungi","Ascomycota","Unknown","Unknown","Unknown","Unknown","Unknown","Ribosomal protein S21","Translation, ribosomal structure and biogenesis"
"Eukaryota","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariaceae","Neurospora","Neurospora crassa","",""
"Bacteria","Unknown","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus plantarum","Molecular chaperone, HSP90 family","Posttranslational modification, protein turnover, chaperones"
"Eukaryota","Fungi","Ascomycota","Unknown","Unknown","Unknown","Unknown","Unknown","",""
"Eukaryota","Fungi","Ascomycota","Schizosaccharomycetes","Schizosaccharomycetales","Schizosaccharomycetaceae","Schizosaccharomyces","Schizosaccharomyces pombe","",""
"Eukaryota","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces","Saccharomyces cerevisiae","Formate hydrogenlyase subunit 3/Multisubunit Na+/H+ antiporter, MnhD subunit","Energy production and conversion;Inorganic ion transport and metabolism"
"Bacteria","Unknown","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium tetani","",""
"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","",""
"Bacteria","Unknown","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus acidophilus","ATP-dependent Clp protease ATP-binding subunit ClpA","Posttranslational modification, protein turnover, chaperones"
"Bacteria","Unknown","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus helveticus","",""
"Eukaryota","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Debaryomyces","Debaryomyces hansenii","Ribosomal protein S19","Translation, ribosomal structure and biogenesis"
"Bacteria","Unknown","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus helveticus","",""
"Eukaryota","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Emericella","Emericella nidulans","Ribosomal protein S17","Translation, ribosomal structure and biogenesis"
"Eukaryota","Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae","Botryotinia","Botryotinia fuckeliana","",""
"Eukaryota","Fungi","Ascomycota","Schizosaccharomycetes","Schizosaccharomycetales","Schizosaccharomycetaceae","Schizosaccharomyces","Schizosaccharomyces pombe","",""
"Eukaryota","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Glomerellaceae","Glomerella","Glomerella graminicola","",""
"Bacteria","Unknown","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus helveticus","Ribosomal protein L29","Translation, ribosomal structure and biogenesis"
"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Intein/homing endonuclease","Replication, recombination and repair;Mobilome: prophages, transposons"
"Eukaryota","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Aspergillus","Aspergillus fumigatus","",""
"Bacteria","Unknown","Actinobacteria","Actinobacteria","Actinomycetales","Streptomycetaceae","Streptomyces","Streptomyces arenae","Putative antitoxin component PasI (RatB) of the RatAB toxin-antitoxin module, ubiquitin-RnfH superfamily","Defense mechanisms"
"Eukaryota","Unknown","Unknown","Unknown","Dictyosteliida","Unknown","Dictyostelium","Dictyostelium discoideum","",""
"Eukaryota","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces","Saccharomyces cerevisiae","",""
"Eukaryota","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Unknown","Unknown","",""
"Eukaryota","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Ajellomycetaceae","Ajellomyces","Ajellomyces capsulatus","Ribosomal protein L15E","Translation, ribosomal structure and biogenesis"
"Eukaryota","Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae","Botryotinia","Botryotinia fuckeliana","",""
"Bacteria","Unknown","Actinobacteria","Actinobacteria","Actinomycetales","Streptomycetaceae","Streptomyces","Streptomyces aureofaciens","Shikimate 5-dehydrogenase","Amino acid transport and metabolism"
"Eukaryota","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","",""
"Eukaryota","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Unknown","Unknown","FoF1-type ATP synthase, alpha subunit","Energy production and conversion"
"Eukaryota","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Claviceps","Claviceps purpurea","",""
"Eukaryota","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Emericella","Emericella nidulans","Adenylate kinase or related kinase","Nucleotide transport and metabolism"
"Eukaryota","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Aspergillus","Aspergillus fumigatus","3-phosphoglycerate kinase","Carbohydrate transport and metabolism"
"Bacteria","Unknown","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium acetobutylicum","Co-chaperonin GroES (HSP10)","Posttranslational modification, protein turnover, chaperones"
"Eukaryota","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariaceae","Neurospora","Neurospora crassa","Co-chaperonin GroES (HSP10)","Posttranslational modification, protein turnover, chaperones"
"Bacteria","Unknown","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus delbrueckii subsp. bulgaricus ATCC BAA-365","Na+/H+ antiporter NhaB","Energy production and conversion;Inorganic ion transport and metabolism"
"Eukaryota","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariaceae","Neurospora","Neurospora crassa","",""
"Bacteria","Unknown","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus acidophilus","16S rRNA C1402 N4-methylase RsmH","Translation, ribosomal structure and biogenesis"
"Bacteria","Unknown","Proteobacteria","Alphaproteobacteria","Rickettsiales","Anaplasmataceae","Anaplasma","Anaplasma marginale","",""
"Bacteria","Unknown","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium adolescentis","",""
"Eukaryota","Fungi","Ascomycota","Unknown","Unknown","Unknown","Unknown","Unknown","Pyruvate kinase","Carbohydrate transport and metabolism"
"Eukaryota","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Emericella","Emericella nidulans","Malate/lactate dehydrogenase","Energy production and conversion"
"Eukaryota","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","Trichoderma harzianum","",""
"Eukaryota","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces","Saccharomyces cerevisiae","",""
"Eukaryota","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Aspergillus","Unknown","",""
"Bacteria","Unknown","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus johnsonii","Beta-galactosidase/beta-glucuronidase","Carbohydrate transport and metabolism"
"Bacteria","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Catalase (peroxidase I)","Inorganic ion transport and metabolism"
"Eukaryota","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces","Saccharomyces cerevisiae","Translation elongation factor EF-G, a GTPase","Translation, ribosomal structure and biogenesis"
"Eukaryota","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariaceae","Neurospora","Neurospora crassa","3-hydroxymyristoyl/3-hydroxydecanoyl-(acyl carrier protein) dehydratase","Lipid transport and metabolism"
"Eukaryota","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Unknown","Unknown","Unknown","",""
"Eukaryota","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariaceae","Neurospora","Neurospora crassa","",""
"Eukaryota","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Chaetomium","Chaetomium globosum","Ribosomal protein S3AE","Translation, ribosomal structure and biogenesis"
"Eukaryota","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces","Saccharomyces cerevisiae","",""
